"SessionID","Configuration Name","Observer","DeviceID","Session Start Time","Session End Time","DateTime","Date","Time","Year","Month","Hour","Project Animals","Duration","Grid Size","Image Size","Notes","Channel Type","Focal Name","Frame Number","Interval Channel 1 Name","Interval Channel 1 Value","Interval Channel 1 Social Modifier","Interval Channel 2 Name","Interval Channel 2 Value"
"99","Dogs","Gina Gley","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-03-13 14:07:18","2018-03-13 14:22:18","2018-03-13 14:17:19","2018-03-13","14:17:19","2018","3","14","Hunter,Amara,Akilah,JT","15.00","","600x600","","Interval","Minzi","10","","","","Inactive","Resting"
"99","Dogs","Gina Gley","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-03-13 14:07:18","2018-03-13 14:22:18","2018-03-13 14:18:19","2018-03-13","14:18:19","2018","3","14","Hunter,Amara,Akilah,JT","15.00","","600x600","","Interval","Hunter","11","","","","Inactive","Resting"
"99","Dogs","Gina Gley","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-03-13 14:07:18","2018-03-13 14:22:18","2018-03-13 14:18:19","2018-03-13","14:18:19","2018","3","14","Hunter,Amara,Akilah,JT","15.00","","600x600","","Interval","Minzi","11","","","","Inactive","Resting"
"99","Dogs","Gina Gley","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-03-13 14:07:18","2018-03-13 14:22:18","2018-03-13 14:19:19","2018-03-13","14:19:19","2018","3","14","Hunter,Amara,Akilah,JT","15.00","","600x600","","Interval","Hunter","12","","","","Inactive","Resting"
"99","Dogs","Gina Gley","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-03-13 14:07:18","2018-03-13 14:22:18","2018-03-13 14:19:19","2018-03-13","14:19:19","2018","3","14","Hunter,Amara,Akilah,JT","15.00","","600x600","","Interval","Minzi","12","","","","Inactive","Resting"
"99","Dogs","Gina Gley","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-03-13 14:07:18","2018-03-13 14:22:18","2018-03-13 14:20:19","2018-03-13","14:20:19","2018","3","14","Hunter,Amara,Akilah,JT","15.00","","600x600","","Interval","Hunter","13","","","","Inactive","Resting"
"99","Dogs","Gina Gley","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-03-13 14:07:18","2018-03-13 14:22:18","2018-03-13 14:20:19","2018-03-13","14:20:19","2018","3","14","Hunter,Amara,Akilah,JT","15.00","","600x600","","Interval","Minzi","13","","","","Inactive","Resting"
"99","Dogs","Gina Gley","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-03-13 14:07:18","2018-03-13 14:22:18","2018-03-13 14:21:19","2018-03-13","14:21:19","2018","3","14","Hunter,Amara,Akilah,JT","15.00","","600x600","","Interval","Hunter","14","","","","Inactive","Resting"
"99","Dogs","Gina Gley","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-03-13 14:07:18","2018-03-13 14:22:18","2018-03-13 14:21:19","2018-03-13","14:21:19","2018","3","14","Hunter,Amara,Akilah,JT","15.00","","600x600","","Interval","Minzi","14","","","","Inactive","Resting"
"100","Dogs","Arlisa Homan","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-03-14 15:05:38","2018-03-14 15:20:38","2018-03-14 15:06:39","2018-03-14","15:06:39","2018","3","15","Hunter,Amara,Akilah,JT","15.00","","600x600","","Interval","Hunter","1","","","","Inactive","Other"
"100","Dogs","Arlisa Homan","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-03-14 15:05:38","2018-03-14 15:20:38","2018-03-14 15:06:39","2018-03-14","15:06:39","2018","3","15","Hunter,Amara,Akilah,JT","15.00","","600x600","","Interval","Minzi","1","","","","Inactive","Other"
"100","Dogs","Arlisa Homan","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-03-14 15:05:38","2018-03-14 15:20:38","2018-03-14 15:07:39","2018-03-14","15:07:39","2018","3","15","Hunter,Amara,Akilah,JT","15.00","","600x600","","Interval","Hunter","2","","","","Inactive","Other"
"100","Dogs","Arlisa Homan","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-03-14 15:05:38","2018-03-14 15:20:38","2018-03-14 15:08:39","2018-03-14","15:08:39","2018","3","15","Hunter,Amara,Akilah,JT","15.00","","600x600","","Interval","Hunter","3","","","","Inactive","Other"
