STATION,NAME,DATE,TAVG,TMAX,TMIN,TOBS,WT01,WT02,WT03,WT05,WT06,WT07,WT08,WT09,WT11
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",4/26/18,,64,36,38,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",4/27/18,,77,29,51,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",4/28/18,,81,43,66,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",4/29/18,,86,47,60,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",4/30/18,,83,56,59,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",5/1/18,,79,44,52,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",5/2/18,,71,47,49,,,1,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",5/3/18,,62,43,48,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",5/4/18,,74,40,50,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",5/5/18,,82,43,54,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",5/6/18,,85,48,66,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",5/7/18,,88,48,69,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",5/8/18,,87,57,57,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",5/9/18,,89,49,62,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",5/10/18,,96,49,70,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",5/11/18,,83,56,62,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",5/12/18,,77,55,60,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",5/13/18,,81,55,61,1,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",5/14/18,,78,57,59,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",5/15/18,,79,56,58,,,1,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",5/16/18,,87,47,67,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",5/17/18,,93,51,71,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",5/18/18,,74,58,59,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",5/19/18,,70,51,51,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",5/20/18,,65,45,51,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",5/21/18,,82,42,56,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",5/22/18,,86,48,66,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",5/23/18,,89,53,65,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",5/24/18,,91,51,61,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",5/25/18,,92,55,72,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",5/26/18,,97,53,70,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",5/27/18,,94,55,69,,,1,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",5/28/18,,85,60,64,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",5/29/18,,86,55,65,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",5/30/18,,89,55,58,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",5/31/18,,94,48,69,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",6/1/18,,97,52,73,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",6/2/18,,82,58,65,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",6/3/18,,70,51,57,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",6/4/18,,95,48,71,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",6/5/18,,101,53,78,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",6/6/18,,98,62,72,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",6/7/18,,91,61,72,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",6/8/18,,98,57,76,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",6/9/18,,101,53,81,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",6/10/18,,99,61,75,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",6/11/18,,89,66,71,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",6/12/18,,93,57,78,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",6/13/18,,98,66,73,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",6/14/18,,102,58,75,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",6/15/18,,100,60,78,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",6/16/18,,87,64,71,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",6/17/18,,95,61,65,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",6/18/18,,92,58,73,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",6/19/18,,91,64,64,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",6/20/18,,87,57,72,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",6/21/18,,92,58,65,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",6/22/18,,92,58,65,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",6/23/18,,93,58,68,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",6/24/18,,77,55,55,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",6/25/18,,88,46,67,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",6/26/18,,101,56,71,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",6/27/18,,105,63,81,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",6/28/18,,102,66,85,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",6/29/18,,99,62,70,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",6/30/18,,89,62,64,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",7/1/18,,93,62,72,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",7/2/18,,97,62,75,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",7/3/18,,100,61,85,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",7/4/18,,101,62,79,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",7/5/18,,90,65,66,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",7/6/18,,93,57,75,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",7/7/18,,96,62,76,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",7/8/18,,97,64,79,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",7/9/18,,95,63,77,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",7/10/18,,97,62,79,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",7/11/18,,94,63,75,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",7/12/18,,96,63,73,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",7/13/18,,92,67,71,,,1,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",7/14/18,,95,64,77,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",7/15/18,,91,66,66,,,1,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",7/16/18,,87,64,68,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",7/17/18,,87,64,69,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",7/18/18,,98,63,77,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",7/19/18,,101,68,76,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",7/20/18,,100,68,78,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",7/21/18,,99,67,71,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",7/22/18,,100,65,72,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",7/23/18,,87,66,66,,,1,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",7/24/18,,88,63,71,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",7/25/18,,95,64,67,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",7/26/18,,84,64,68,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",7/27/18,,87,62,66,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",7/28/18,,88,56,67,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",7/29/18,,85,55,61,,,1,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",7/30/18,,79,59,64,,,1,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",7/31/18,,86,53,67,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",8/1/18,,89,57,66,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",8/2/18,,93,57,76,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",8/3/18,,93,57,62,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",8/4/18,,96,59,73,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",8/5/18,,93,60,69,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",8/6/18,,86,64,68,,,1,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",8/7/18,,85,61,71,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",8/8/18,,80,64,64,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",8/9/18,,87,57,68,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",8/10/18,,85,58,63,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",8/11/18,,87,55,65,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",8/12/18,,87,55,67,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",8/13/18,,89,56,69,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",8/14/18,,85,59,64,,,1,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",8/15/18,,86,60,63,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",8/16/18,,92,57,71,,,1,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",8/17/18,,86,64,65,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",8/18/18,,82,61,63,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",8/19/18,,80,56,63,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",8/20/18,,78,52,64,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",8/21/18,,76,52,64,1,,1,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",8/22/18,,80,60,66,1,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",8/23/18,,92,60,69,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",8/24/18,,90,60,71,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",8/25/18,,91,58,68,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",8/26/18,,97,59,77,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",8/27/18,,97,65,71,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",8/28/18,,83,64,64,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",8/29/18,,88,60,67,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",8/30/18,,96,55,74,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",8/31/18,,89,64,71,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",9/1/18,,87,58,71,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",9/2/18,,84,67,67,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",9/3/18,,81,62,62,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",9/4/18,,86,54,66,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",9/5/18,,79,59,59,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",9/6/18,,76,57,61,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",9/7/18,,79,52,64,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",9/8/18,,82,57,63,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",9/9/18,,89,59,62,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",9/10/18,,92,50,64,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",9/11/18,,95,52,69,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",9/12/18,,96,52,64,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",9/13/18,,97,48,65,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",9/14/18,,94,52,58,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",9/15/18,,94,48,72,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",9/16/18,,96,56,66,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",9/17/18,,97,57,66,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",9/18/18,,96,58,72,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",9/19/18,,97,59,70,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",9/20/18,,83,61,66,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",9/21/18,,76,57,60,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",9/22/18,,89,45,60,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",9/23/18,,91,45,60,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",9/24/18,,82,51,57,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",9/25/18,,69,49,49,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",9/26/18,,75,41,52,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",9/27/18,,82,42,56,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",9/28/18,,56,42,44,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",9/29/18,,87,42,54,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",9/30/18,,70,45,50,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",10/1/18,,72,48,61,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",10/2/18,,85,55,64,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",10/3/18,,93,54,60,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",10/4/18,,68,50,51,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",10/5/18,,83,37,49,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",10/6/18,,58,45,45,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",10/7/18,,55,40,48,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",10/8/18,,49,42,43,1,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",10/9/18,,43,37,37,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",10/10/18,,42,35,38,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",10/11/18,,48,36,41,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",10/12/18,,64,40,44,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",10/13/18,,72,35,49,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",10/14/18,,49,24,24,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",10/15/18,,47,18,30,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",10/16/18,,61,24,40,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",10/17/18,,58,38,40,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",10/18/18,,65,29,43,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",10/19/18,,71,39,42,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",10/20/18,,73,32,42,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",10/21/18,,79,32,46,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",10/22/18,,76,40,52,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",10/23/18,,65,41,51,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",10/24/18,,53,44,44,1,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",10/25/18,,69,42,49,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",10/26/18,,69,43,45,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",10/27/18,,81,36,55,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",10/28/18,,73,38,48,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",10/29/18,,81,47,58,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",10/30/18,,58,34,34,1,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",10/31/18,,46,29,30,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",11/1/18,,57,29,36,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",11/2/18,,67,29,46,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",11/3/18,,55,38,38,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",11/4/18,,57,30,49,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",11/5/18,,62,34,34,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",11/6/18,,55,26,35,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",11/7/18,,51,26,33,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",11/8/18,,46,24,24,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",11/9/18,,44,18,21,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",11/10/18,,65,15,33,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",11/11/18,,33,24,24,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",11/12/18,,34,14,16,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",11/13/18,,46,12,28,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",11/14/18,,60,23,33,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",11/15/18,,65,29,31,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",11/16/18,,62,24,42,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",11/17/18,,42,24,24,,,,,1,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",11/18/18,,36,23,26,1,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",11/19/18,,50,19,24,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",11/20/18,,57,17,30,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",11/21/18,,64,22,31,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",11/22/18,,62,23,49,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",11/23/18,,59,32,33,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",11/24/18,,66,20,37,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",11/25/18,,47,16,20,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",11/26/18,,50,9,20,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",11/27/18,,64,16,48,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",11/28/18,,69,39,39,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",11/29/18,,57,30,30,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",11/30/18,,50,25,34,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",12/1/18,,56,20,26,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",12/2/18,,40,11,27,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",12/3/18,,40,19,20,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",12/4/18,,45,11,17,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",12/5/18,,58,3,21,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",12/6/18,,28,10,17,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",12/7/18,,45,6,17,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",12/8/18,,46,8,20,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",12/9/18,,48,12,17,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",12/10/18,,52,4,26,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",12/11/18,,63,20,23,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",12/12/18,,64,13,37,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",12/13/18,,45,14,14,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",12/14/18,,55,10,22,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",12/15/18,,62,14,28,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",12/16/18,,59,22,27,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",12/17/18,,59,13,44,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",12/18/18,,61,27,30,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",12/19/18,,58,27,30,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",12/20/18,,48,17,22,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",12/21/18,,67,15,33,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",12/22/18,,46,21,28,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",12/23/18,,41,11,20,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",12/24/18,,52,19,20,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",12/25/18,,47,17,24,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",12/26/18,,48,20,32,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",12/27/18,,38,22,22,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",12/28/18,,28,15,19,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",12/29/18,,37,1,9,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",12/30/18,,56,6,31,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",12/31/18,,32,8,8,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",1/1/19,,9,-9,-8,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",1/2/19,,37,-9,9,,,,,,,,,
